,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,id,churn,age,sex_FEMALE,sex_MALE,marital_status_Married,marital_status_Other,marital_status_Single
16926,1.53e-05,8.2e-05,5.92e-07,1,10,3,20,1983785326,0,34.0,0,1,1,0,0
16927,1.98e-05,0.000112213,1.77e-06,1,3,4,24,395280639,1,24.0,1,0,0,0,1
16930,6.81e-06,4e-05,5.92e-07,1,2,3,10,424878051,0,20.0,1,0,0,0,1
16931,0.0,0.0,0.0,0,0,1,1,1103529907,1,25.0,0,1,0,0,1
16933,2.64e-05,7e-05,5.92e-07,1,6,3,25,439579395,0,31.0,0,1,1,0,0
16934,4.93e-05,0.00072,5.92e-07,1,12,3,19,1371388683,0,35.0,1,0,1,0,0
16939,6.84e-07,6e-06,1.18e-06,1,4,3,6,100184565,0,38.0,0,1,1,0,0
16943,7.89e-08,1e-06,5.92e-07,1,2,1,2,1805044598,0,23.0,0,1,0,0,1
16945,3.59e-05,0.000104,1.63e-06,1,2,4,42,1123076925,1,22.0,1,0,0,0,1
16946,6.73e-05,0.000208,5.92e-07,1,2,3,16,408611040,0,44.0,0,1,1,0,0
16947,7.75e-05,0.0002,2.96e-06,0,0,2,36,168548710,0,25.0,0,1,0,0,1
16950,0.0,0.0,0.0,0,0,1,1,1688042311,1,19.0,1,0,0,0,1
16951,0.0,0.0,0.0,0,0,1,1,827889022,1,27.0,0,1,0,0,1
16953,5.6e-05,0.00014,2.96e-06,1,1,3,43,22543123,0,34.0,0,1,0,0,1
16954,0.000130846,0.000228,5.92e-07,2,6,3,40,830143664,0,28.0,0,1,0,0,1
16955,3.94e-08,6e-07,1.77e-06,1,1,2,3,1512978660,1,18.0,0,1,0,0,1
16957,2.75e-05,0.00019,1.18e-06,1,5,3,13,1693231581,0,33.0,0,1,1,0,0
16958,0.0,0.0,0.0,0,0,1,1,1099354881,1,27.0,0,1,0,0,1
16959,4.14e-05,0.0001668,5.92e-07,1,5,3,55,1526761351,0,24.0,0,1,0,0,1
16960,1.43e-06,1.32e-05,5.92e-07,2,6,3,10,1112630494,1,32.0,0,1,0,0,1
16961,2.3e-06,1.1e-05,5.92e-06,0,0,2,6,1829956852,0,22.0,1,0,0,0,1
16962,8.24e-06,4e-05,5.92e-06,1,1,3,14,1748609878,0,27.0,0,1,0,0,1
16966,3.55e-05,0.0002,2.96e-06,1,4,3,27,1986336329,0,25.0,0,1,0,0,1
16967,1.34e-06,1e-05,1.18e-06,1,2,3,7,1579661531,1,23.0,0,1,0,0,1
16968,3.91e-06,2.8e-05,5.92e-07,1,5,2,12,365772262,0,18.0,0,1,0,0,1
16970,0.0,0.0,0.0,0,0,1,1,541947473,1,41.0,0,1,0,0,1
16971,0.0,0.0,0.0,0,0,1,1,749699718,1,21.0,1,0,0,0,1
16975,0.0,0.0,0.0,0,0,1,2,800574641,1,21.0,1,0,0,0,1
16977,2.73e-05,8e-05,1.18e-06,1,9,4,29,738920484,0,24.0,0,1,0,0,1
16978,0.0,0.0,0.0,0,0,1,1,1330811942,1,29.0,0,1,0,0,1
16979,2.63e-08,4e-07,1.18e-06,1,1,2,3,521354547,1,36.0,0,1,1,0,0
16984,4.5e-05,0.0001,1.18e-06,2,8,3,51,7243974,0,26.0,0,1,0,0,1
16989,1.72e-05,0.00013,5.92e-06,1,2,3,8,1313405923,0,29.0,0,1,1,0,0
16990,2.82e-05,0.0002,2.96e-06,1,7,2,10,1810182415,0,42.0,0,1,0,0,1
16991,9.2e-06,4e-05,5.92e-06,0,0,2,7,1130847535,0,25.0,0,1,0,0,1
16992,0.0,0.0,0.0,0,0,1,1,911807654,1,19.0,0,1,0,0,1
16993,2.2e-05,0.000102,2.96e-06,1,11,3,27,978494963,0,45.0,0,1,1,0,0
16997,0.0,0.0,0.0,0,0,1,1,954782088,1,40.0,0,1,0,0,1
16998,2.29e-05,0.0002,2.96e-06,1,3,3,8,1735689947,0,34.0,0,1,1,0,0
17001,7.39e-05,0.000324,5.92e-06,1,7,3,25,1490448879,0,50.0,0,1,0,0,1
17002,3.13e-05,0.00014,5.92e-06,1,3,2,18,1711767083,0,38.0,0,1,1,0,0
17005,4.78e-05,0.00032,1.18e-06,1,2,3,10,1189737128,0,36.0,0,1,1,0,0
17007,9.28e-05,0.00030966,5.92e-07,2,2,2,10,1986168390,0,38.0,0,1,0,0,1
17008,6.31e-06,4e-05,5.92e-07,1,3,4,15,1936545762,0,25.0,0,1,0,0,1
17009,2.63e-07,4e-06,1.18e-05,0,0,2,5,1161605870,0,23.0,0,1,0,0,1
17011,3.66e-05,0.0001,5.92e-07,1,8,3,25,838398840,0,47.0,0,1,1,0,0
17012,2.05e-05,8.94e-05,1.18e-06,0,0,2,10,972009633,0,24.0,0,1,0,0,1
17013,1.64e-05,7.8e-05,1.18e-06,1,11,4,28,1550329953,0,19.0,1,0,0,0,1
17015,2.69e-05,0.000102,2.96e-06,1,1,3,23,749538472,0,30.0,0,1,1,0,0
17016,0.0,0.0,0.0,0,0,1,1,362038297,1,24.0,0,1,0,0,1
17017,0.0,0.0,0.0,0,0,1,1,1710449905,1,32.0,0,1,0,0,1
17019,6.39e-05,0.000474,1.18e-06,1,5,3,26,1517249355,0,31.0,0,1,0,0,1
17020,0.0,0.0,0.0,0,0,1,1,1522581253,1,21.0,0,1,0,0,1
17022,4.33e-06,2e-05,1.18e-06,1,6,2,12,1484415693,1,23.0,0,1,0,0,1
17023,5.17e-06,2.4e-05,8.87e-06,0,0,1,9,257190628,1,34.0,1,0,1,0,0
17024,3.22e-06,4e-05,5.92e-06,0,0,1,3,839965455,0,36.0,0,1,1,0,0
17025,0.0,0.0,0.0,0,0,1,2,1244050486,1,33.0,1,0,0,0,1
17028,1.97e-07,2e-06,2.96e-06,1,2,1,2,94337383,1,27.0,0,1,0,0,1
17029,0.0,0.0,0.0,0,0,1,4,856665902,1,24.0,1,0,0,0,1
17031,0.000137112,0.0006,1.18e-05,0,0,2,17,595796430,0,32.0,0,1,1,0,0
17032,8.83e-05,0.0002,2.44e-06,1,6,3,56,72079948,0,33.0,1,0,1,0,0
17033,4.97e-05,0.0002,5.92e-06,1,1,3,18,1119734839,0,36.0,0,1,1,0,0
17036,1.31e-07,2e-06,5.92e-06,0,0,1,1,1123921799,1,17.0,1,0,0,0,1
17037,1.47e-05,0.00017,2.19e-07,2,10,2,13,1091731175,0,32.0,0,1,0,0,1
17039,0.0,0.0,0.0,0,0,1,2,318071712,1,27.0,0,1,0,0,1
17040,1.79e-05,8e-05,2.96e-06,1,9,2,14,1859993084,0,38.0,0,1,1,0,0
17042,0.0,0.0,0.0,0,0,1,1,1691879648,1,17.0,0,1,0,0,1
17043,5.76e-06,4.2e-05,1.18e-06,1,1,3,11,1871846841,0,20.0,1,0,0,0,1
17044,0.0,0.0,0.0,0,0,1,1,619017934,1,35.0,1,0,0,0,1
17048,6.75e-05,0.0006,5.92e-06,1,1,2,7,567654944,0,32.0,0,1,1,0,0
17049,3.23e-05,0.00012,4.14e-06,1,2,3,24,295681113,0,22.0,0,1,0,0,1
17052,1.38e-05,0.0002,5.92e-07,1,6,2,8,320018535,0,37.0,1,0,1,0,0
17053,2.87e-05,0.00012,1.36e-06,1,2,2,19,1205084858,0,30.0,1,0,0,0,1
17056,2.41e-06,2e-05,5.92e-07,1,7,2,10,493356162,0,38.0,0,1,1,0,0
17057,6.76e-05,0.00034,2.96e-06,1,7,2,11,1327470165,1,52.0,0,1,1,0,0
17062,0.0,0.0,0.0,0,0,1,1,500884433,1,20.0,1,0,0,0,1
17063,1.77e-06,2.6e-05,2.78e-06,0,0,2,2,1070978948,1,27.0,0,1,0,0,1
17065,1.09e-05,7.5e-05,1.06e-05,0,0,2,5,1582670882,0,35.0,0,1,1,0,0
17066,0.000134861,0.00026,1.77e-06,0,0,3,49,950656157,0,32.0,1,0,1,0,0
17068,5.79e-05,0.000218,2.96e-06,1,1,2,10,1414404784,0,27.0,0,1,0,0,1
17072,6.37e-06,8e-05,2.96e-06,2,5,2,7,488959706,0,47.0,0,1,1,0,0
17074,0.0,0.0,0.0,0,0,1,2,1169171525,1,46.0,0,1,1,0,0
17075,5.41e-05,0.0002,1.18e-06,2,5,3,35,422004527,0,35.0,1,0,1,0,0
17079,2.73e-06,7.6e-06,1.18e-06,1,1,2,24,200082351,0,19.0,0,1,0,0,1
17081,4.11e-05,0.0002,5.92e-07,1,6,3,21,1873985689,0,27.0,0,1,1,0,0
17082,2.63e-05,0.0001,4.95e-07,2,6,3,18,1494786235,0,35.0,0,1,0,0,1
17083,0.0,0.0,0.0,0,0,1,1,1869203729,1,20.0,0,1,0,0,1
17084,2.28e-05,0.00012036,2.96e-06,1,1,2,8,1608153807,0,23.0,0,1,0,0,1
17085,0.0,0.0,0.0,0,0,1,2,1316576180,1,22.0,1,0,0,0,1
17086,5.61e-06,4e-05,1.18e-05,0,0,2,5,634448187,0,44.0,1,0,1,0,0
17087,0.000211897,0.000565,5.92e-07,1,5,4,29,782517926,0,26.0,0,1,0,0,1
17088,0.0,0.0,0.0,0,0,1,1,1093590135,1,22.0,0,1,0,0,1
17090,7.63e-07,1e-05,4.73e-06,0,0,2,4,948292169,0,34.0,0,1,1,0,0
17091,0.0,0.0,0.0,0,0,1,1,9628205,1,33.0,1,0,1,0,0
17092,7.92e-05,0.00054,5.92e-06,0,0,3,22,1001828323,0,37.0,1,0,1,0,0
17093,6.67e-05,0.0001,5.92e-07,1,1,3,57,1718160203,0,28.0,0,1,0,0,1
17096,2.89e-05,0.000204,1.77e-06,1,4,3,13,1082834528,0,21.0,0,1,0,0,1
17097,0.0,0.0,0.0,0,0,1,1,1164062411,1,39.0,1,0,0,0,1
17098,9.51e-05,0.00012,1.18e-06,1,6,2,37,1026712812,0,32.0,0,1,1,0,0
17099,4.7e-05,7.6e-05,6.51e-06,0,0,3,36,217118076,0,46.0,1,0,1,0,0
17100,3.7e-05,9.8e-05,2.96e-06,1,3,3,23,1713189061,1,28.0,0,1,0,0,1
17101,0.0,0.0,0.0,0,0,1,1,617302624,1,30.0,1,0,0,0,1
17103,3.3e-05,0.00016,1.18e-06,1,9,2,14,313935866,0,47.0,0,1,1,0,0
17106,4.31e-05,0.0001,5.92e-06,0,0,2,17,1567588787,0,24.0,0,1,0,0,1
17108,0.0,0.0,0.0,0,0,1,1,1200419094,1,51.0,1,0,1,0,0
17109,0.0,0.0,0.0,0,0,1,1,1794163760,1,35.0,1,0,1,0,0
17111,1.74e-05,0.0001,5.92e-06,0,0,1,21,862214821,0,27.0,1,0,1,0,0
17113,6.57e-08,1e-06,2.96e-06,0,0,2,2,635620498,0,27.0,0,1,0,0,1
17115,0.0,0.0,0.0,0,0,1,2,979127525,1,33.0,0,1,0,0,1
17116,9.42e-06,0.0001,1.18e-05,0,0,2,5,670073536,0,39.0,1,0,1,0,0
17117,0.0,0.0,0.0,0,0,1,1,1273718632,1,17.0,0,1,0,0,1
17120,6.76e-06,2.02e-05,5.92e-07,0,0,1,17,240165284,0,24.0,0,1,0,0,1
17121,1.31e-07,2e-06,5.92e-06,0,0,1,1,1632864500,1,48.0,1,0,1,0,0
17126,2.66e-05,0.000285,2.96e-06,1,11,3,22,631208596,0,51.0,1,0,1,0,0
17133,1.82e-05,6.37e-05,5.8e-06,1,2,2,14,275823915,0,29.0,1,0,1,0,0
17134,4.18e-06,5e-05,1.18e-06,1,11,3,13,1568537700,1,41.0,0,1,0,0,1
17135,4.54e-06,3.8e-05,2.96e-06,0,0,2,4,86298169,1,30.0,0,1,0,0,1
17136,0.0,0.0,0.0,0,0,1,1,781063381,1,27.0,0,1,0,0,1
17138,4.21e-06,2e-05,2.96e-06,1,6,3,11,1365529711,0,45.0,0,1,1,0,0
17139,2.04e-05,0.0001,2.96e-06,1,3,3,12,962616680,0,30.0,1,0,1,0,0
17140,0.000193098,0.0006,1.18e-05,0,0,5,28,1203124074,0,34.0,1,0,1,0,0
17141,2.47e-05,9.8e-05,2.96e-06,1,3,3,25,1801542968,0,30.0,0,1,0,0,1
17144,0.0,0.0,0.0,0,0,1,1,766448965,1,23.0,0,1,0,0,1
17146,3.54e-05,6e-05,2.96e-06,1,1,2,39,1328774040,0,29.0,0,1,0,0,1
17147,0.0,0.0,0.0,0,0,1,1,1531002364,1,25.0,0,1,0,0,1
17148,1.18e-06,1.2e-05,5.92e-06,1,1,3,8,417813792,1,40.0,0,1,0,0,1
17151,0.0,0.0,0.0,0,0,1,1,983690716,1,23.0,0,1,0,0,1
17152,9.72e-05,0.0006,5.03e-06,0,0,3,17,419050104,0,31.0,0,1,1,0,0
17153,0.0,0.0,0.0,0,0,1,1,70973749,1,16.0,0,1,0,0,1
17154,7.36e-05,0.0003,2.96e-06,1,4,3,42,1717791856,0,25.0,1,0,1,0,0
17155,1.74e-06,1.2e-05,1.18e-06,1,3,2,6,117848931,1,32.0,0,1,0,0,1
17157,0.0,0.0,0.0,0,0,1,1,1974414833,1,30.0,1,0,0,0,1
17160,2.96e-05,0.0001,1.18e-06,1,1,2,18,1890872537,0,22.0,0,1,0,0,1
17161,0.000356628,0.00062,2.96e-06,1,6,4,56,1363635688,0,28.0,0,1,0,0,1
17162,4.6e-07,1e-06,1.18e-06,1,8,2,10,1140735350,0,31.0,1,0,1,0,0
17163,0.000260698,0.00054,5.92e-06,0,0,4,60,374754516,0,29.0,0,1,0,0,1
17165,1.55e-05,6e-05,7.1e-06,0,0,3,15,1800495552,0,22.0,1,0,0,0,1
17166,0.0,0.0,0.0,0,0,1,1,1652974539,1,19.0,0,1,0,0,1
17167,0.0,0.0,0.0,0,0,1,4,1521059800,1,32.0,0,1,1,0,0
17168,0.0,0.0,0.0,0,0,1,1,1690182159,1,23.0,0,1,0,0,1
17170,2.29e-05,8e-05,2.96e-06,1,6,3,25,414970376,1,27.0,1,0,0,0,1
17171,1.45e-06,1.2e-05,5.92e-06,0,0,2,4,1425791706,1,39.0,1,0,1,0,0
17173,6.23e-06,4.3e-05,1.18e-05,0,0,1,6,205002370,1,49.0,1,0,1,0,0
17178,0.0,0.0,0.0,0,0,1,1,1772912157,1,25.0,0,1,0,0,1
17179,0.00012679,0.00064,1.77e-06,1,10,3,58,15284892,0,18.0,0,1,0,0,1
17180,4.1e-05,0.0001,4.14e-06,0,0,2,25,1834518425,0,23.0,0,1,0,0,1
17181,2.45e-05,4e-05,2.96e-06,2,2,3,30,402268833,1,22.0,0,1,0,0,1
17182,2.96e-05,0.00016,2.96e-06,1,6,3,10,375553967,0,55.0,0,1,1,0,0
17183,0.0,0.0,0.0,0,0,1,1,1735986240,1,28.0,1,0,0,0,1
17184,1.97e-06,1.9e-05,2.96e-06,1,2,2,4,1981278770,0,30.0,0,1,0,0,1
17185,7e-06,4e-05,5.92e-06,1,1,2,9,437958597,0,37.0,0,1,1,0,0
17188,2.58e-05,7.4e-05,2.96e-06,1,4,3,37,1522392164,0,21.0,1,0,0,0,1
17190,9.05e-05,0.0002,1.18e-06,1,9,3,36,585280413,0,37.0,0,1,1,0,0
17191,0.0,0.0,0.0,0,0,1,1,969974385,1,19.0,1,0,0,0,1
17194,6.23e-05,0.00024,5.92e-06,1,1,3,12,1756099094,0,31.0,0,1,1,0,0
17196,1.72e-06,1e-05,2.96e-06,2,5,2,7,827294402,0,38.0,0,1,1,0,0
17199,1.46e-06,2e-05,5.92e-07,1,4,2,6,1470691537,1,39.0,0,1,0,0,1
17200,6.57e-08,6e-07,1.18e-06,1,2,1,2,967900295,1,38.0,1,0,0,1,0
17204,0.0,0.0,0.0,0,0,1,1,1109069851,1,20.0,0,1,0,0,1
17206,0.0,0.0,0.0,0,0,1,1,1600285331,1,17.0,0,1,0,0,1
17207,0.0,0.0,0.0,0,0,1,2,1902921209,1,36.0,1,0,0,0,1
17209,2.63e-08,4e-07,1.18e-06,0,0,2,2,503004002,1,20.0,0,1,0,0,1
17212,0.0,0.0,0.0,0,0,1,1,1736600406,1,42.0,1,0,0,0,1
17213,9.59e-06,8e-05,2.37e-06,1,1,2,9,1671255376,0,43.0,0,1,1,0,0
17214,7.01e-05,0.00017,5.92e-06,1,1,5,51,1692271291,0,35.0,0,1,1,0,0
17215,6.56e-05,0.0004,2.96e-06,1,5,3,21,982258360,0,35.0,0,1,1,0,0
17216,1.78e-05,0.000268378,5.92e-06,0,0,1,2,407016447,0,43.0,0,1,1,0,0
17218,9.2e-08,1.4e-06,4.14e-06,0,0,1,1,369565754,1,22.0,1,0,0,0,1
17219,0.0,0.0,0.0,0,0,1,1,1043805512,1,25.0,0,1,0,0,1
17220,3.09e-06,1.6e-05,1.18e-06,1,1,2,4,1102069580,0,35.0,0,1,0,0,1
17221,8.07e-05,0.00036,1.18e-06,1,2,3,35,660806765,0,28.0,1,0,1,0,0
17222,2.79e-05,8e-05,3.55e-06,2,4,2,35,820914559,0,41.0,0,1,1,0,0
17224,2.1e-05,6e-05,1.18e-06,1,3,3,20,1750703590,0,25.0,0,1,1,0,0
17226,6.18e-07,6e-06,1.01e-05,0,0,1,2,1514005197,1,21.0,0,1,0,0,1
17227,1.76e-05,0.0001,1.18e-06,1,5,3,14,516557728,0,29.0,1,0,1,0,0
17228,4.47e-06,2.6e-05,1.77e-06,1,1,2,6,1198751566,0,25.0,1,0,0,0,1
17229,3.8e-06,2e-05,5.92e-06,1,2,3,8,49058495,0,22.0,1,0,0,0,1
17231,1.94e-06,9e-06,5.92e-07,2,3,3,13,1040672620,0,19.0,0,1,0,0,1
17233,5.39e-07,8e-06,5.92e-07,1,1,3,3,1091537435,1,36.0,1,0,0,0,1
17235,6.32e-05,0.00043,5.92e-06,1,1,3,13,1896586828,1,29.0,0,1,0,0,1
17240,1.45e-06,1.2e-05,5.92e-06,1,2,2,4,1598037064,0,25.0,0,1,0,0,1
17241,0.0,0.0,0.0,0,0,1,1,1786189230,1,24.0,1,0,0,0,1
17242,8.09e-06,8e-05,2.96e-06,1,2,3,5,830642153,0,23.0,0,1,0,0,1
17245,0.0,0.0,0.0,0,0,1,1,1504931528,1,19.0,0,1,0,0,1
17247,9.08e-05,0.00068,1.77e-06,2,6,3,29,1297064721,0,26.0,1,0,1,0,0
17248,0.0,0.0,0.0,0,0,1,1,853847503,1,20.0,1,0,0,0,1
17249,1.91e-05,0.000186,5.92e-06,0,0,3,5,110728925,0,18.0,0,1,0,0,1
17250,0.0,0.0,0.0,0,0,1,1,252145417,1,17.0,0,1,0,0,1
17251,0.000221964,0.00032984,2.96e-06,1,5,3,60,602011682,0,28.0,0,1,0,0,1
17253,4.42e-05,0.00022,5.92e-06,1,1,2,22,1481687296,0,28.0,1,0,0,0,1
17255,1.31e-05,6e-05,1.77e-06,2,5,3,23,896334472,0,24.0,0,1,0,0,1
17257,0.0,0.0,0.0,0,0,1,1,1613550686,1,19.0,1,0,0,0,1
17259,0.000125339,0.0003,2.96e-06,1,9,4,60,1766543819,0,27.0,0,1,0,0,1
17260,2.08e-06,8e-06,5.92e-07,1,8,3,17,1055594932,0,24.0,0,1,0,0,1
17262,3.61e-05,0.0002,1.77e-06,1,1,3,8,1224331351,0,34.0,0,1,1,0,0
17263,3.66e-06,4e-05,5.92e-07,2,3,3,10,305306615,0,35.0,0,1,1,0,0
17264,0.0,0.0,0.0,0,0,1,1,830693133,1,25.0,1,0,0,0,1
17267,2.17e-07,2e-06,5.92e-07,1,1,3,4,569954902,0,27.0,1,0,0,0,1
17271,1.31e-07,2e-06,5.92e-06,0,0,1,1,1822231556,1,34.0,0,1,1,0,0
17274,0.0,0.0,0.0,0,0,1,1,1165098639,1,31.0,1,0,0,0,1
17275,5.98e-05,0.000398,2.96e-06,1,2,3,12,227391629,0,24.0,1,0,0,0,1
17276,9.2e-08,1e-06,1.18e-06,1,2,2,3,905957820,1,17.0,0,1,0,0,1
17280,4.21e-05,7e-05,5.92e-06,0,0,2,24,320354587,0,52.0,1,0,0,0,1
17281,0.000185089,0.0004,5.92e-07,1,2,4,27,829836200,0,33.0,0,1,1,0,0
17282,3.1e-05,0.00012,1.18e-06,0,0,2,22,1019290904,0,19.0,0,1,0,0,1
17283,1.15e-05,3.36e-05,5.92e-07,1,11,2,19,168070439,0,26.0,0,1,0,0,1
17285,0.0,0.0,0.0,0,0,1,2,1837854951,1,27.0,0,1,0,0,1
17286,6.57e-08,1e-06,2.96e-06,1,1,1,1,40729433,1,33.0,0,1,0,0,1
17287,4.63e-05,0.000194,1.18e-05,2,9,3,22,1736123453,0,51.0,0,1,0,0,1
17289,3.34e-05,0.00035652,1.18e-06,1,6,3,15,1230485550,0,34.0,0,1,1,0,0
17290,9.06e-05,0.0004,2.37e-06,1,6,4,33,1046603892,0,24.0,0,1,0,0,1
17291,0.0,0.0,0.0,0,0,1,2,107073690,1,20.0,0,1,0,0,1
17293,1.11e-05,0.0001,2.96e-06,1,1,2,8,475038446,0,28.0,0,1,1,0,0
17294,1.32e-05,9e-05,5.92e-06,1,1,3,6,802776949,0,43.0,0,1,0,0,1
17295,4.6e-07,6e-06,2.96e-06,1,1,2,2,1281296686,0,22.0,1,0,0,0,1
17299,7.74e-06,3.4e-05,1.18e-05,0,0,1,8,793690292,0,23.0,0,1,0,0,1
17309,0.0,0.0,0.0,0,0,1,8,511167782,1,19.0,0,1,0,0,1
17311,2.54e-06,3.7e-05,1.77e-06,1,2,2,3,609818075,0,21.0,1,0,0,0,1
17313,3.54e-05,0.0002,1.18e-05,1,1,2,5,285932673,0,32.0,0,1,1,0,0
17315,0.0,0.0,0.0,0,0,1,2,1615349031,1,35.0,0,1,0,0,1
17317,1.31e-08,2e-07,5.92e-07,1,1,2,3,839244204,1,18.0,0,1,0,0,1
17318,5.68e-06,4.75e-05,5.92e-07,0,0,2,12,439531750,0,24.0,0,1,0,0,1
17319,0.0,0.0,0.0,0,0,1,1,759062391,1,33.0,0,1,1,0,0
17320,0.0,0.0,0.0,0,0,1,1,1075247079,1,29.0,0,1,0,0,1
17324,0.0,0.0,0.0,0,0,1,1,1392731904,1,32.0,0,1,0,0,1
17326,4.38e-05,6e-05,2.96e-06,1,1,3,47,230938170,0,26.0,0,1,0,0,1
17329,5.32e-05,0.000238797,5.92e-07,1,4,3,27,1770576855,0,24.0,0,1,0,0,1
17331,2.27e-05,8e-05,2.96e-06,0,0,2,19,1977455116,0,27.0,0,1,1,0,0
17333,7.64e-06,5.7e-05,5.92e-07,1,2,1,2,15733599,0,37.0,0,1,1,0,0
17334,8.68e-05,0.0004,5.92e-06,2,3,3,18,1574817470,0,38.0,0,1,1,0,0
17335,0.0,0.0,0.0,0,0,1,1,64366883,1,19.0,0,1,0,0,1
17337,1.31e-07,2e-06,5.92e-06,0,0,2,2,673733822,1,38.0,1,0,1,0,0
17338,0.0002592,0.0004,8.87e-06,0,0,1,43,886145834,0,31.0,0,1,0,0,1
17340,0.000108774,0.00058,5.92e-07,1,6,3,38,291548049,1,39.0,0,1,1,0,0
17341,3.79e-06,1.1e-05,1.77e-06,1,1,2,12,306779302,1,19.0,0,1,1,0,0
17342,9.93e-07,8e-06,9.17e-06,0,0,2,5,1490895059,0,32.0,0,1,0,0,1
17343,7.96e-05,0.00024,1.18e-06,1,2,3,34,780787840,0,30.0,0,1,0,0,1
17344,1.71e-07,1e-06,5.92e-07,1,4,2,11,774862066,1,16.0,0,1,0,0,1
17345,0.000186248,0.0006,5.92e-07,0,0,3,43,1207904686,0,34.0,0,1,1,0,0
17346,0.0,0.0,0.0,0,0,1,1,1561239562,1,41.0,1,0,0,0,1
17347,5.38e-05,0.0002,2.96e-06,2,7,3,24,1316873163,0,45.0,0,1,1,0,0
17349,1.66e-05,3e-05,1.95e-06,0,0,2,24,1774706468,0,23.0,0,1,0,0,1
17351,3.94e-08,6e-07,1.77e-06,1,1,1,1,1368287406,0,31.0,0,1,0,0,1
17352,1.74e-05,4e-05,5.62e-06,0,0,2,24,1235565779,0,25.0,1,0,0,0,1
17353,6.7e-05,0.0002,4.14e-06,0,0,2,30,851736206,0,30.0,0,1,0,0,1
17355,0.0,0.0,0.0,0,0,1,1,219308079,1,38.0,0,1,0,0,1
17356,0.0,0.0,0.0,0,0,1,1,917274821,1,24.0,0,1,0,0,1
17357,0.0,0.0,0.0,0,0,1,1,465694274,1,27.0,1,0,0,0,1
17358,0.0,0.0,0.0,0,0,1,1,606467826,1,27.0,0,1,0,0,1
17360,0.0,0.0,0.0,0,0,1,2,683145399,1,44.0,0,1,0,0,1
17361,8.98e-05,0.00064,5.5e-06,1,3,3,9,777827894,0,46.0,0,1,1,0,0
17362,0.0,0.0,0.0,0,0,1,1,1793416533,1,44.0,1,0,1,0,0
17363,0.000119081,0.0003,1.77e-06,1,1,2,45,1707302499,0,31.0,1,0,0,0,1
17368,4.19e-06,2e-05,5.92e-07,1,6,4,27,345278939,1,22.0,0,1,0,0,1
17370,2.63e-08,4e-07,1.18e-06,0,0,2,3,493863124,0,24.0,0,1,0,0,1
17371,5.19e-05,0.00025528,5.11e-06,0,0,3,16,321823350,0,34.0,0,1,1,0,0
17375,0.0,0.0,0.0,0,0,1,1,1116588747,1,17.0,0,1,0,0,1
17376,0.000156501,0.0002,5.92e-06,0,0,4,40,1495538652,0,26.0,0,1,0,0,1
17377,0.0,0.0,0.0,0,0,1,2,1151179448,1,34.0,0,1,0,0,1
17378,0.0,0.0,0.0,0,0,1,2,820856521,1,33.0,0,1,1,0,0
17379,3.94e-08,6e-07,1.77e-06,1,1,2,2,83940807,1,21.0,0,1,0,0,1
17380,6.19e-05,0.0002,2.96e-06,1,9,3,22,639645800,0,42.0,0,1,1,0,0
17382,0.000188295,0.0002,1.77e-06,0,0,4,53,1929524758,0,28.0,0,1,0,0,1
17383,0.0,0.0,0.0,0,0,1,1,1584402271,1,36.0,0,1,0,0,1
17384,6.57e-08,1e-06,2.96e-06,1,1,1,1,1178385974,1,41.0,0,1,1,0,0
17388,0.0,0.0,0.0,0,0,1,1,1184513102,1,28.0,0,1,0,0,1
17391,1.51e-05,0.0001,2.96e-06,1,3,3,10,1636060648,1,39.0,0,1,1,0,0
17392,0.000155274,0.00015,1.01e-05,0,0,2,60,156436930,0,34.0,1,0,0,0,1
17396,0.0,0.0,0.0,0,0,1,1,1678805859,1,52.0,0,1,1,0,0
17398,1.28e-06,9e-06,1.18e-06,0,0,1,5,1786529963,0,19.0,1,0,0,0,1
17399,4.06e-05,0.00018,2.96e-06,0,0,2,14,969941628,0,32.0,0,1,0,0,1
17402,0.0,0.0,0.0,0,0,1,1,1680346219,1,30.0,0,1,0,0,1
17406,5.39e-06,2.51e-05,1.18e-05,0,0,2,6,1923987958,0,41.0,0,1,1,0,0
17412,9.29e-05,0.0003336,3.25e-06,0,0,2,54,182967479,0,23.0,1,0,0,0,1
17413,3.02e-05,0.0002,8.87e-07,1,3,3,22,362707229,0,38.0,0,1,1,0,0
17414,0.0,0.0,0.0,0,0,1,2,1317337081,1,23.0,1,0,0,0,1
17417,0.0,0.0,0.0,0,0,1,1,1941829735,1,37.0,0,1,0,0,1
17418,8.76e-06,0.0001,5.92e-07,1,3,2,6,1191647474,0,46.0,0,1,1,0,0
17419,0.000144068,0.0002359,2.96e-06,2,2,3,38,513779278,0,34.0,0,1,0,0,1
17420,8.31e-06,2e-05,5.92e-07,1,2,4,23,1297164511,0,22.0,0,1,0,0,1
17423,0.0,0.0,0.0,0,0,1,1,805315653,1,18.0,1,0,0,0,1
17424,3.32e-05,8e-05,5.92e-06,0,0,2,20,913002987,0,32.0,1,0,1,0,0
17426,0.0,0.0,0.0,0,0,1,1,776617013,1,22.0,1,0,0,0,1
17427,0.0,0.0,0.0,0,0,1,1,1062629996,1,18.0,0,1,0,0,1
